orderID,uniqueID,customerID,employeeID,orderDate,requiredDate,shippedDate,shipVia,Freight,productID,unitPrice,quantity,discount,companyName,contactName,contactTitle,employeeslastName,employeesfirstName,employeestitle,productName,supplierID,categoryID,quantityPerUnit,unitPrice1,unitsInStock,unitsOnOrder,reorderLevel,discontinued,categoryName,supplierscompanyName,supplierscontactName,supplierscontactTitle
10262,11,RATTC,8,1996-07-22,1996-08-19,1996-07-25,3,4829,5,17,12,2,Rattlesnake Canyon Grocery,Paula Wilson,Assistant Sales Representative,Callahan,Laura,Inside Sales Coordinator,Chef Anton's Gumbo Mix,2,2,36 boxes,2135,0,0,0,1,Condiments,New Orleans Cajun Delights,Shelley Burke,Order Administrator
10262,12,RATTC,8,1996-07-22,1996-08-19,1996-07-25,3,4829,7,24,15,0,Rattlesnake Canyon Grocery,Paula Wilson,Assistant Sales Representative,Callahan,Laura,Inside Sales Coordinator,Uncle Bob's Organic Dried Pears,3,7,12 - 1 lb pkgs,30,15,0,10,0,Produce,Grandma Kelly's Homestead,Regina Murphy,Sales Representative
10249,13,TOMSP,6,1996-07-05,1996-08-16,1996-07-10,1,1161,14,186,9,0,Toms Spezialitäten,Karin Josephs,Marketing Manager,Suyama,Michael,Sales Representative,Tofu,6,7,40 - 100 g pkgs,2325,35,0,0,0,Produce,Mayumi's,Mayumi Ohno,Marketing Representative
10278,14,BERGS,8,1996-08-12,1996-09-09,1996-08-16,2,9269,63,351,8,0,Berglunds snabbköp,Christina Berglund,Order Administrator,Callahan,Laura,Inside Sales Coordinator,Vegie-spread,7,2,15 - 625 g jars,439,24,0,5,0,Condiments,Pavlova, Ltd,Ian Devling
10248,15,VINET,5,1996-07-04,1996-08-01,1996-07-16,3,3238,42,98,10,0,Vins et alcools Chevalier,Paul Henriot,Accounting Manager,Buchanan,Steven,Sales Manager,Singaporean Hokkien Fried Mee,20,5,32 - 1 kg pkgs,14,26,0,0,1,Grains/Cereals,Leka Trading,Chandra Leka,Owner
10278,16,BERGS,8,1996-08-12,1996-09-09,1996-08-16,2,9269,44,155,16,0,Berglunds snabbköp,Christina Berglund,Order Administrator,Callahan,Laura,Inside Sales Coordinator,Gula Malacca,20,2,20 - 2 kg bags,1945,27,0,15,0,Condiments,Leka Trading,Chandra Leka,Owner
10274,17,VINET,6,1996-08-06,1996-09-03,1996-08-16,1,601,71,172,20,0,Vins et alcools Chevalier,Paul Henriot,Accounting Manager,Suyama,Michael,Sales Representative,Flotemysost,15,4,10 - 500 g pkgs,215,26,0,0,0,Dairy Products,Norske Meierier,Beate Vileid,Marketing Manager
10280,18,BERGS,2,1996-08-14,1996-09-11,1996-09-12,1,898,24,36,12,0,Berglunds snabbköp,Christina Berglund,Order Administrator,Fuller,Andrew,Vice President  Sales,Guaraná Fantástica,10,1,12 - 355 ml cans,45,20,0,0,1,Beverages,Refrescos Americanas LTDA,Carlos Diaz,Marketing Manager
10254,19,CHOPS,5,1996-07-11,1996-08-08,1996-07-23,2,2298,24,36,15,15,Chop-suey Chinese,Yang Wang,Owner,Buchanan,Steven,Sales Manager,Guaraná Fantástica,10,1,12 - 355 ml cans,45,20,0,0,1,Beverages,Refrescos Americanas LTDA,Carlos Diaz,Marketing Manager
10263,20,ERNSH,9,1996-07-23,1996-08-20,1996-07-31,3,14606,24,36,28,0,Ernst Handel,Roland Mendel,Sales Manager,Dodsworth,Anne,Sales Representative,Guaraná Fantástica,10,1,12 - 355 ml cans,45,20,0,0,1,Beverages,Refrescos Americanas LTDA,Carlos Diaz,Marketing Manager
10275,21,MAGAA,1,1996-08-07,1996-09-04,1996-08-09,1,2693,24,36,12,5,Magazzini Alimentari Riuniti,Giovanni Rovelli,Marketing Manager,Davolio,Nancy,Sales Representative,Guaraná Fantástica,10,1,12 - 355 ml cans,45,20,0,0,1,Beverages,Refrescos Americanas LTDA,Carlos Diaz,Marketing Manager
10249,22,TOMSP,6,1996-07-05,1996-08-16,1996-07-10,1,1161,51,424,40,0,Toms Spezialitäten,Karin Josephs,Marketing Manager,Suyama,Michael,Sales Representative,Manjimup Dried Apples,24,7,50 - 300 g pkgs,53,20,0,10,0,Produce,G'day, Mate,Wendy Mackenzie
10250,23,HANAR,4,1996-07-08,1996-08-05,1996-07-12,2,6583,51,424,35,15,Hanari Carnes,Mario Pontes,Accounting Manager,Peacock,Margaret,Sales Representative,Manjimup Dried Apples,24,7,50 - 300 g pkgs,53,20,0,10,0,Produce,G'day, Mate,Wendy Mackenzie
10278,24,BERGS,8,1996-08-12,1996-09-09,1996-08-16,2,9269,73,12,25,0,Berglunds snabbköp,Christina Berglund,Order Administrator,Callahan,Laura,Inside Sales Coordinator,Röd Kaviar,17,8,24 - 150 g jars,15,101,0,5,0,Seafood,Svensk Sjöföda AB,Michael Björn,Sales Representative
10278,25,BERGS,8,1996-08-12,1996-09-09,1996-08-16,2,9269,59,44,15,0,Berglunds snabbköp,Christina Berglund,Order Administrator,Callahan,Laura,Inside Sales Coordinator,Raclette Courdavault,28,4,5 kg pkg,55,79,0,0,0,Dairy Products,Gai pâturage,Eliane Noz,Sales Representative
10255,26,RICSU,9,1996-07-12,1996-08-09,1996-07-15,3,14833,59,44,30,0,Richter Supermarkt,Michael Holz,Sales Manager,Dodsworth,Anne,Sales Representative,Raclette Courdavault,28,4,5 kg pkg,55,79,0,0,0,Dairy Products,Gai pâturage,Eliane Noz,Sales Representative
10267,27,FRANK,4,1996-07-29,1996-08-26,1996-08-06,1,20858,59,44,70,15,Frankenversand,Peter Franken,Marketing Manager,Peacock,Margaret,Sales Representative,Raclette Courdavault,28,4,5 kg pkg,55,79,0,0,0,Dairy Products,Gai pâturage,Eliane Noz,Sales Representative
10275,28,MAGAA,1,1996-08-07,1996-09-04,1996-08-09,1,2693,59,44,6,5,Magazzini Alimentari Riuniti,Giovanni Rovelli,Marketing Manager,Davolio,Nancy,Sales Representative,Raclette Courdavault,28,4,5 kg pkg,55,79,0,0,0,Dairy Products,Gai pâturage,Eliane Noz,Sales Representative
10280,29,BERGS,2,1996-08-14,1996-09-11,1996-09-12,1,898,55,192,20,0,Berglunds snabbköp,Christina Berglund,Order Administrator,Fuller,Andrew,Vice President  Sales,Pâté chinois,25,6,24 boxes x 2 pies,24,115,0,20,0,Meat/Poultry,Ma Maison,Jean-Guy Lauzon,Marketing Manager
10254,30,CHOPS,5,1996-07-11,1996-08-08,1996-07-23,2,2298,55,192,21,15,Chop-suey Chinese,Yang Wang,Owner,Buchanan,Steven,Sales Manager,Pâté chinois,25,6,24 boxes x 2 pies,24,115,0,20,0,Meat/Poultry,Ma Maison,Jean-Guy Lauzon,Marketing Manager
10280,31,BERGS,2,1996-08-14,1996-09-11,1996-09-12,1,898,75,62,30,0,Berglunds snabbköp,Christina Berglund,Order Administrator,Fuller,Andrew,Vice President  Sales,Rhönbräu Klosterbier,12,1,24 - 05 l bottles,775,125,0,25,0,Beverages,Plutzer LebensmittelgroÁEmärkte AG,Martin Bein,International Marketing Mgr
10250,32,HANAR,4,1996-07-08,1996-08-05,1996-07-12,2,6583,41,77,10,0,Hanari Carnes,Mario Pontes,Accounting Manager,Peacock,Margaret,Sales Representative,Jack's New England Clam Chowder,19,8,12 - 12 oz cans,965,85,0,10,0,Seafood,New England Seafood Cannery,Robb Merchant,Wholesale Account Agent
10264,33,FOLKO,6,1996-07-24,1996-08-21,1996-08-23,3,367,41,77,25,15,Folk och fä HB,Maria Larsson,Owner,Suyama,Michael,Sales Representative,Jack's New England Clam Chowder,19,8,12 - 12 oz cans,965,85,0,10,0,Seafood,New England Seafood Cannery,Robb Merchant,Wholesale Account Agent
10260,34,OTTIK,4,1996-07-19,1996-08-16,1996-07-29,1,5509,41,77,16,25,Ottilies Käseladen,Henriette Pfalzheim,Owner,Peacock,Margaret,Sales Representative,Jack's New England Clam Chowder,19,8,12 - 12 oz cans,965,85,0,10,0,Seafood,New England Seafood Cannery,Robb Merchant,Wholesale Account Agent
10283,35,LILAS,3,1996-08-16,1996-09-13,1996-08-23,3,8481,15,124,20,0,LILA-Supermercado,Carlos González,Accounting Manager,Leverling,Janet,Sales Representative,Genen Shouyu,6,2,24 - 250 ml bottles,155,39,0,5,0,Condiments,Mayumi's,Mayumi Ohno,Marketing Representative
10263,36,ERNSH,9,1996-07-23,1996-08-20,1996-07-31,3,14606,16,139,60,25,Ernst Handel,Roland Mendel,Sales Manager,Dodsworth,Anne,Sales Representative,Pavlova,7,3,32 - 500 g boxes,1745,29,0,10,0,Confections,Pavlova, Ltd,Ian Devling
10255,37,RICSU,9,1996-07-12,1996-08-09,1996-07-15,3,14833,16,139,35,0,Richter Supermarkt,Michael Holz,Sales Manager,Dodsworth,Anne,Sales Representative,Pavlova,7,3,32 - 500 g boxes,1745,29,0,10,0,Confections,Pavlova, Ltd,Ian Devling
10250,38,HANAR,4,1996-07-08,1996-08-05,1996-07-12,2,6583,65,168,15,15,Hanari Carnes,Mario Pontes,Accounting Manager,Peacock,Margaret,Sales Representative,Louisiana Fiery Hot Pepper Sauce,2,2,32 - 8 oz bottles,2105,76,0,0,0,Condiments,New Orleans Cajun Delights,Shelley Burke,Order Administrator
10251,39,VICTE,3,1996-07-08,1996-08-05,1996-07-15,1,4134,65,168,20,0,Victuailles en stock,Mary Saveley,Sales Agent,Leverling,Janet,Sales Representative,Louisiana Fiery Hot Pepper Sauce,2,2,32 - 8 oz bottles,2105,76,0,0,0,Condiments,New Orleans Cajun Delights,Shelley Burke,Order Administrator
10265,40,BLONP,2,1996-07-25,1996-08-22,1996-08-12,1,5528,17,312,30,0,Blondesddsl père et fils,Frédérique Citeaux,Marketing Manager,Fuller,Andrew,Vice President  Sales,Alice Mutton,7,6,20 - 1 kg tins,39,0,0,0,1,Meat/Poultry,Pavlova, Ltd,Ian Devling
10279,41,LEHMS,8,1996-08-13,1996-09-10,1996-08-16,2,2583,17,312,15,25,Lehmanns Marktstand,Renate Messner,Sales Representative,Callahan,Laura,Inside Sales Coordinator,Alice Mutton,7,6,20 - 1 kg tins,39,0,0,0,1,Meat/Poultry,Pavlova, Ltd,Ian Devling
10253,42,HANAR,3,1996-07-10,1996-07-24,1996-07-16,2,5817,31,10,20,0,Hanari Carnes,Mario Pontes,Accounting Manager,Leverling,Janet,Sales Representative,Gorgonzola Telino,14,4,12 - 100 g pkgs,125,0,70,20,0,Dairy Products,Formaggi Fortini srl,Elio Rossi,Sales Representative
10272,43,RATTC,6,1996-08-02,1996-08-30,1996-08-06,2,9803,31,10,40,0,Rattlesnake Canyon Grocery,Paula Wilson,Assistant Sales Representative,Suyama,Michael,Sales Representative,Gorgonzola Telino,14,4,12 - 100 g pkgs,125,0,70,20,0,Dairy Products,Formaggi Fortini srl,Elio Rossi,Sales Representative
10253,44,HANAR,3,1996-07-10,1996-07-24,1996-07-16,2,5817,39,144,42,0,Hanari Carnes,Mario Pontes,Accounting Manager,Leverling,Janet,Sales Representative,Chartreuse verte,18,1,750 cc per bottle,18,69,0,5,0,Beverages,Aux joyeux ecclésiastiques,Guylène Nodier,Sales Manager
10257,45,HILAA,4,1996-07-16,1996-08-13,1996-07-22,3,8191,39,144,6,0,HILARION-Abastos,Carlos Hernández,Sales Representative,Peacock,Margaret,Sales Representative,Chartreuse verte,18,1,750 cc per bottle,18,69,0,5,0,Beverages,Aux joyeux ecclésiastiques,Guylène Nodier,Sales Manager
10253,46,HANAR,3,1996-07-10,1996-07-24,1996-07-16,2,5817,49,16,40,0,Hanari Carnes,Mario Pontes,Accounting Manager,Leverling,Janet,Sales Representative,Maxilaku,23,3,24 - 50 g pkgs,20,10,60,15,0,Confections,Karkki Oy,Anne Heikkonen,Product Manager
10252,47,SUPRD,4,1996-07-09,1996-08-06,1996-07-11,2,513,20,648,40,5,Suprêmes délices,Pascale Cartrain,Accounting Manager,Peacock,Margaret,Sales Representative,Sir Rodney's Marmalade,8,3,30 gift boxes,81,40,0,0,0,Confections,Specialty Biscuits, Ltd,Peter Wilson
10272,48,RATTC,6,1996-08-02,1996-08-30,1996-08-06,2,9803,20,648,6,0,Rattlesnake Canyon Grocery,Paula Wilson,Assistant Sales Representative,Suyama,Michael,Sales Representative,Sir Rodney's Marmalade,8,3,30 gift boxes,81,40,0,0,0,Confections,Specialty Biscuits, Ltd,Peter Wilson
10259,49,CENTC,4,1996-07-18,1996-08-15,1996-07-25,3,325,21,8,10,0,Centro comercial Moctezuma,Francisco Chang,Marketing Manager,Peacock,Margaret,Sales Representative,Sir Rodney's Scones,8,3,24 pkgs x 4 pieces,10,3,40,5,0,Confections,Specialty Biscuits, Ltd,Peter Wilson
10261,50,QUEDE,4,1996-07-19,1996-08-16,1996-07-30,2,305,21,8,20,0,Que Delícia,Bernardo Batista,Accounting Manager,Peacock,Margaret,Sales Representative,Sir Rodney's Scones,8,3,24 pkgs x 4 pieces,10,3,40,5,0,Confections,Specialty Biscuits, Ltd,Peter Wilson
10265,51,BLONP,2,1996-07-25,1996-08-22,1996-08-12,1,5528,70,12,20,0,Blondesddsl père et fils,Frédérique Citeaux,Marketing Manager,Fuller,Andrew,Vice President  Sales,Outback Lager,7,1,24 - 355 ml bottles,15,15,10,30,0,Beverages,Pavlova, Ltd,Ian Devling
10260,52,OTTIK,4,1996-07-19,1996-08-16,1996-07-29,1,5509,70,12,21,25,Ottilies Käseladen,Henriette Pfalzheim,Owner,Peacock,Margaret,Sales Representative,Outback Lager,7,1,24 - 355 ml bottles,15,15,10,30,0,Beverages,Pavlova, Ltd,Ian Devling
10251,53,VICTE,3,1996-07-08,1996-08-05,1996-07-15,1,4134,22,168,6,5,Victuailles en stock,Mary Saveley,Sales Agent,Leverling,Janet,Sales Representative,Gustaf's Knäckebröd,9,5,24 - 500 g pkgs,21,104,0,25,0,Grains/Cereals,PB Knäckebröd AB,Lars Peterson,Sales Agent
10251,54,VICTE,3,1996-07-08,1996-08-05,1996-07-15,1,4134,57,156,15,5,Victuailles en stock,Mary Saveley,Sales Agent,Leverling,Janet,Sales Representative,Ravioli Angelo,26,5,24 - 250 g pkgs,195,36,0,20,0,Grains/Cereals,Pasta Buttini srl,Giovanni Giudici,Order Administrator
10260,55,OTTIK,4,1996-07-19,1996-08-16,1996-07-29,1,5509,57,156,50,0,Ottilies Käseladen,Henriette Pfalzheim,Owner,Peacock,Margaret,Sales Representative,Ravioli Angelo,26,5,24 - 250 g pkgs,195,36,0,20,0,Grains/Cereals,Pasta Buttini srl,Giovanni Giudici,Order Administrator
10252,56,SUPRD,4,1996-07-09,1996-08-06,1996-07-11,2,513,33,2,25,5,Suprêmes délices,Pascale Cartrain,Accounting Manager,Peacock,Margaret,Sales Representative,Geitost,15,4,500 g,25,112,0,20,0,Dairy Products,Norske Meierier,Beate Vileid,Marketing Manager
10269,57,WHITC,5,1996-07-31,1996-08-14,1996-08-09,1,456,33,2,60,5,White Clover Markets,Karl Jablonski,Owner,Buchanan,Steven,Sales Manager,Geitost,15,4,500 g,25,112,0,20,0,Dairy Products,Norske Meierier,Beate Vileid,Marketing Manager
10257,58,HILAA,4,1996-07-16,1996-08-13,1996-07-22,3,8191,27,351,25,0,HILARION-Abastos,Carlos Hernández,Sales Representative,Peacock,Margaret,Sales Representative,Schoggi Schokolade,11,3,100 - 100 g pieces,439,49,0,30,0,Confections,Heli SüÁEwaren GmbH & Co KG,Petra Winkler,Sales Manager
10252,59,SUPRD,4,1996-07-09,1996-08-06,1996-07-11,2,513,60,272,40,0,Suprêmes délices,Pascale Cartrain,Accounting Manager,Peacock,Margaret,Sales Representative,Camembert Pierrot,28,4,15 - 300 g rounds,34,19,0,0,0,Dairy Products,Gai pâturage,Eliane Noz,Sales Representative
10277,60,MORGK,2,1996-08-09,1996-09-06,1996-08-13,3,12577,28,364,20,0,Morgenstern Gesundkost,Alexander Feuer,Marketing Assistant,Fuller,Andrew,Vice President  Sales,Rössle Sauerkraut,12,7,25 - 825 g cans,456,26,0,0,1,Produce,Plutzer LebensmittelgroÁEmärkte AG,Martin Bein,International Marketing Mgr
10268,61,GROSR,8,1996-07-30,1996-08-27,1996-08-02,3,6629,29,99,10,0,GROSELLA-Restaurante,Manuel Pereira,Owner,Callahan,Laura,Inside Sales Coordinator,Thüringer Rostbratwurst,12,6,50 bags x 30 sausgs,12379,0,0,0,1,Meat/Poultry,Plutzer LebensmittelgroÁEmärkte AG,Martin Bein,International Marketing Mgr
10259,62,CENTC,4,1996-07-18,1996-08-15,1996-07-25,3,325,37,208,1,0,Centro comercial Moctezuma,Francisco Chang,Marketing Manager,Peacock,Margaret,Sales Representative,Gravad lax,17,8,12 - 500 g pkgs,26,11,50,25,0,Seafood,Svensk Sjöföda AB,Michael Björn,Sales Representative
10263,63,ERNSH,9,1996-07-23,1996-08-20,1996-07-31,3,14606,30,207,60,25,Ernst Handel,Roland Mendel,Sales Manager,Dodsworth,Anne,Sales Representative,Nord-Ost Matjeshering,13,8,10 - 200 g glasses,2589,10,0,15,0,Seafood,Nord-Ost-Fisch Handelsgesellschaft mbH,Sven Petersen,Coordinator Foreign Markets
10258,64,ERNSH,1,1996-07-17,1996-08-14,1996-07-23,1,14051,32,256,6,2,Ernst Handel,Roland Mendel,Sales Manager,Davolio,Nancy,Sales Representative,Mascarpone Fabioli,14,4,24 - 200 g pkgs,32,9,40,25,0,Dairy Products,Formaggi Fortini srl,Elio Rossi,Sales Representative
10254,65,CHOPS,5,1996-07-11,1996-08-08,1996-07-23,2,2298,74,8,21,0,Chop-suey Chinese,Yang Wang,Owner,Buchanan,Steven,Sales Manager,Longlife Tofu,4,7,5 kg pkg,10,4,20,5,0,Produce,Tokyo Traders,Yoshi Nagase,Marketing Manager
10263,66,ERNSH,9,1996-07-23,1996-08-20,1996-07-31,3,14606,74,8,36,25,Ernst Handel,Roland Mendel,Sales Manager,Dodsworth,Anne,Sales Representative,Longlife Tofu,4,7,5 kg pkg,10,4,20,5,0,Produce,Tokyo Traders,Yoshi Nagase,Marketing Manager
10261,67,QUEDE,4,1996-07-19,1996-08-16,1996-07-30,2,305,35,144,20,0,Que Delícia,Bernardo Batista,Accounting Manager,Peacock,Margaret,Sales Representative,Steeleye Stout,16,1,24 - 12 oz bottles,18,20,0,15,0,Beverages,Bigfoot Breweries,Cheryl Saylor,Regional Account Rep
10255,68,RICSU,9,1996-07-12,1996-08-09,1996-07-15,3,14833,36,152,25,0,Richter Supermarkt,Michael Holz,Sales Manager,Dodsworth,Anne,Sales Representative,Inlagd Sill,17,8,24 - 250 g  jars,19,112,0,20,0,Seafood,Svensk Sjöföda AB,Michael Björn,Sales Representative
10270,69,WARTH,1,1996-08-01,1996-08-29,1996-08-02,1,13654,36,152,30,0,Wartian Herkku,Pirkko Koskitalo,Accounting Manager,Davolio,Nancy,Sales Representative,Inlagd Sill,17,8,24 - 250 g  jars,19,112,0,20,0,Seafood,Svensk Sjöföda AB,Michael Björn,Sales Representative
10267,70,FRANK,4,1996-07-29,1996-08-26,1996-08-06,1,20858,40,147,50,0,Frankenversand,Peter Franken,Marketing Manager,Peacock,Margaret,Sales Representative,Boston Crab Meat,19,8,24 - 4 oz tins,184,123,0,30,0,Seafood,New England Seafood Cannery,Robb Merchant,Wholesale Account Agent
10270,71,WARTH,1,1996-08-01,1996-08-29,1996-08-02,1,13654,43,368,25,0,Wartian Herkku,Pirkko Koskitalo,Accounting Manager,Davolio,Nancy,Sales Representative,Ipoh Coffee,20,1,16 - 500 g tins,46,17,10,25,0,Beverages,Leka Trading,Chandra Leka,Owner
10256,72,WELLI,3,1996-07-15,1996-08-12,1996-07-17,2,1397,53,262,15,0,Wellington Importadora,Paula Parente,Sales Manager,Leverling,Janet,Sales Representative,Perth Pasties,24,6,48 pieces,328,0,0,0,1,Meat/Poultry,G'day, Mate,Wendy Mackenzie
10256,73,WELLI,3,1996-07-15,1996-08-12,1996-07-17,2,1397,77,104,12,0,Wellington Importadora,Paula Parente,Sales Manager,Leverling,Janet,Sales Representative,Original Frankfurter grüne SoÁEe,12,2,12 boxes,13,32,0,15,0,Condiments,Plutzer LebensmittelgroÁEmärkte AG,Martin Bein,International Marketing Mgr
10257,74,HILAA,4,1996-07-16,1996-08-13,1996-07-22,3,8191,77,104,15,0,HILARION-Abastos,Carlos Hernández,Sales Representative,Peacock,Margaret,Sales Representative,Original Frankfurter grüne SoÁEe,12,2,12 boxes,13,32,0,15,0,Condiments,Plutzer LebensmittelgroÁEmärkte AG,Martin Bein,International Marketing Mgr
10267,75,FRANK,4,1996-07-29,1996-08-26,1996-08-06,1,20858,76,144,15,15,Frankenversand,Peter Franken,Marketing Manager,Peacock,Margaret,Sales Representative,Lakkalikööri,23,1,500 ml,18,57,0,20,0,Beverages,Karkki Oy,Anne Heikkonen,Product Manager
10262,76,RATTC,8,1996-07-22,1996-08-19,1996-07-25,3,4829,56,304,2,0,Rattlesnake Canyon Grocery,Paula Wilson,Assistant Sales Representative,Callahan,Laura,Inside Sales Coordinator,Gnocchi di nonna Alice,26,5,24 - 250 g pkgs,38,21,10,30,0,Grains/Cereals,Pasta Buttini srl,Giovanni Giudici,Order Administrator
10260,77,OTTIK,4,1996-07-19,1996-08-16,1996-07-29,1,5509,62,394,15,25,Ottilies Käseladen,Henriette Pfalzheim,Owner,Peacock,Margaret,Sales Representative,Tarte au sucre,29,3,48 pies,493,17,0,0,0,Confections,Forêts d'érables,Chantal Goulet,Accounting Manager
10277,78,MORGK,2,1996-08-09,1996-09-06,1996-08-13,3,12577,62,394,12,0,Morgenstern Gesundkost,Alexander Feuer,Marketing Assistant,Fuller,Andrew,Vice President  Sales,Tarte au sucre,29,3,48 pies,493,17,0,0,0,Confections,Forêts d'érables,Chantal Goulet,Accounting Manager
10269,79,WHITC,5,1996-07-31,1996-08-14,1996-08-09,1,456,72,278,20,5,White Clover Markets,Karl Jablonski,Owner,Buchanan,Steven,Sales Manager,Mozzarella di Giovanni,14,4,24 - 200 g pkgs,348,14,0,0,0,Dairy Products,Formaggi Fortini srl,Elio Rossi,Sales Representative
10271,80,SPLIR,6,1996-08-01,1996-08-29,1996-08-30,2,454,33,2,24,0,Split Rail Beer & Ale,Art Braunschweiger,Sales Manager,Suyama,Michael,Sales Representative,Geitost,15,4,500 g,25,112,0,20,0,Dairy Products,Norske Meierier,Beate Vileid,Marketing Manager
10273,81,QUICK,3,1996-08-05,1996-09-02,1996-08-12,3,7607,10,248,24,5,QUICK-Stop,Horst Kloss,Accounting Manager,Leverling,Janet,Sales Representative,Ikura,4,8,12 - 200 ml jars,31,31,0,0,0,Seafood,Tokyo Traders,Yoshi Nagase,Marketing Manager
10273,82,QUICK,3,1996-08-05,1996-09-02,1996-08-12,3,7607,31,10,15,5,QUICK-Stop,Horst Kloss,Accounting Manager,Leverling,Janet,Sales Representative,Gorgonzola Telino,14,4,12 - 100 g pkgs,125,0,70,20,0,Dairy Products,Formaggi Fortini srl,Elio Rossi,Sales Representative
10273,83,QUICK,3,1996-08-05,1996-09-02,1996-08-12,3,7607,33,2,20,0,QUICK-Stop,Horst Kloss,Accounting Manager,Leverling,Janet,Sales Representative,Geitost,15,4,500 g,25,112,0,20,0,Dairy Products,Norske Meierier,Beate Vileid,Marketing Manager
10273,84,QUICK,3,1996-08-05,1996-09-02,1996-08-12,3,7607,40,147,60,5,QUICK-Stop,Horst Kloss,Accounting Manager,Leverling,Janet,Sales Representative,Boston Crab Meat,19,8,24 - 4 oz tins,184,123,0,30,0,Seafood,New England Seafood Cannery,Robb Merchant,Wholesale Account Agent
10273,85,QUICK,3,1996-08-05,1996-09-02,1996-08-12,3,7607,76,144,33,5,QUICK-Stop,Horst Kloss,Accounting Manager,Leverling,Janet,Sales Representative,Lakkalikööri,23,1,500 ml,18,57,0,20,0,Beverages,Karkki Oy,Anne Heikkonen,Product Manager
10281,86,ROMEY,4,1996-08-14,1996-08-28,1996-08-21,1,294,19,73,1,0,Romero y tomillo,Alejandra Camino,Accounting Manager,Peacock,Margaret,Sales Representative,Teatime Chocolate Biscuits,8,3,10 boxes x 12 pieces,92,25,0,5,0,Confections,Specialty Biscuits, Ltd,Peter Wilson
